hours-per-week,age,capital-gain,capital-loss,workclass,education,education-num,marital-status,relationship,race,gender,native-country,income,occupation
30,54,2829,0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,37086,Transport-moving
40,41,0,0,Private,HS-grad,9,Divorced,Unmarried,White,Female,United-States,20704,Other-service
40,47,0,0,Local-gov,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,50267,Other-service
45,38,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,86550,Adm-clerical
40,37,0,0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,84300,Prof-specialty
42,58,0,0,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,45606,Craft-repair
45,38,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,20001,Sales
40,42,0,0,State-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,65186,Exec-managerial
40,24,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,99999,Transport-moving
40,21,0,0,Private,Some-college,10,Never-married,Own-child,White,Male,United-States,5188,Prof-specialty
40,46,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,Black,Male,United-States,83000,Transport-moving
43,29,0,0,Private,10th,6,Never-married,Not-in-family,White,Male,United-States,18002,Craft-repair
40,20,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Female,United-States,24000,Adm-clerical
40,24,0,0,Private,Bachelors,13,Never-married,Own-child,White,Female,United-States,15200,Sales
40,43,0,0,State-gov,Some-college,10,Divorced,Unmarried,White,Male,United-States,13000,Exec-managerial
40,24,0,0,Private,11th,7,Never-married,Unmarried,White,Male,United-States,7128,Craft-repair
50,56,0,0,Private,11th,7,Divorced,Not-in-family,White,Male,United-States,31200,Sales
38,53,0,0,Local-gov,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,99999,Adm-clerical
40,29,0,0,Private,HS-grad,9,Never-married,Other-relative,White,Male,United-States,36500,Craft-repair
32,25,0,0,Self-emp-not-inc,HS-grad,9,Never-married,Other-relative,White,Male,United-States,1000,Other-service
40,40,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,6000,Craft-repair
25,17,0,0,Private,11th,7,Never-married,Own-child,White,Male,United-States,4010,Other-service
40,40,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,64050,Machine-op-inspct
40,24,0,0,Private,11th,7,Never-married,Own-child,White,Male,United-States,5738,Transport-moving
40,46,0,0,Private,Some-college,10,Married-civ-spouse,Wife,White,Female,United-States,64300,Sales
43,53,13550,0,Private,Bachelors,13,Divorced,Not-in-family,White,Female,United-States,66550,Sales
41,42,0,0,Self-emp-inc,Doctorate,16,Married-civ-spouse,Husband,White,Male,United-States,75478,Prof-specialty
30,17,0,0,Private,10th,6,Never-married,Own-child,White,Male,United-States,2655,Other-service
50,34,4064,0,Local-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,42114,Protective-serv
40,29,0,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,38417,Adm-clerical
45,33,0,0,Private,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,36251,Sales
40,37,0,0,Private,Some-college,10,Married-civ-spouse,Husband,Black,Male,United-States,11130,Craft-repair
45,53,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,50680,Sales
35,27,0,0,Private,Bachelors,13,Divorced,Not-in-family,White,Female,United-States,14628,Adm-clerical
35,31,0,0,Federal-gov,HS-grad,9,Never-married,Own-child,White,Male,United-States,10000,Adm-clerical
40,60,0,1092,Private,HS-grad,9,Divorced,Not-in-family,White,Female,United-States,28196,Exec-managerial
30,18,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,9006,Other-service
12,74,2653,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,20262,Handlers-cleaners
20,21,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Female,United-States,15610,Sales
40,62,0,0,Local-gov,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
40,40,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,27300,Exec-managerial
40,21,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,15000,Adm-clerical
25,51,0,0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Wife,White,Female,United-States,31000,Exec-managerial
40,36,0,0,Local-gov,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,34900,Tech-support
20,63,0,0,Private,Assoc-voc,11,Divorced,Not-in-family,White,Female,United-States,5000,Other-service
40,43,0,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,55100,Prof-specialty
50,59,0,0,Private,HS-grad,9,Widowed,Unmarried,White,Female,United-States,34840,Exec-managerial
40,48,0,0,Private,10th,6,Married-civ-spouse,Husband,Black,Male,United-States,17480,Farming-fishing
60,32,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,33050,Exec-managerial
60,41,0,0,Self-emp-inc,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
50,49,0,0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,70200,Craft-repair
50,27,0,0,Private,Bachelors,13,Separated,Own-child,White,Male,United-States,18000,Tech-support
40,31,0,0,Self-emp-inc,Assoc-voc,11,Divorced,Not-in-family,White,Male,United-States,23706,Sales
40,33,0,0,Self-emp-inc,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,28900,Craft-repair
42,37,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,46113,Transport-moving
15,18,0,0,?,11th,7,Never-married,Own-child,White,Female,United-States,3500,?
40,33,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,30500,Exec-managerial
40,29,0,0,Private,Masters,14,Never-married,Not-in-family,White,Male,United-States,45650,Exec-managerial
40,26,0,0,?,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,11000,?
25,57,0,0,Private,Some-college,10,Divorced,Other-relative,White,Male,United-States,18164,Handlers-cleaners
50,32,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,23312,Tech-support
50,43,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,51726,Transport-moving
40,62,0,0,Self-emp-not-inc,Bachelors,13,Divorced,Not-in-family,White,Female,United-States,51009,Prof-specialty
55,28,0,1902,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,77966,Sales
40,33,0,0,Local-gov,Some-college,10,Married-civ-spouse,Wife,White,Female,United-States,49550,Adm-clerical
42,43,0,0,Federal-gov,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,60399,Adm-clerical
60,30,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,35450,Sales
43,41,0,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,62304,Craft-repair
35,34,0,0,Private,Assoc-acdm,12,Divorced,Own-child,White,Female,United-States,8500,Adm-clerical
40,35,0,0,Private,Masters,14,Never-married,Not-in-family,White,Male,United-States,67350,Exec-managerial
40,28,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,62600,Sales
45,36,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,32684,Transport-moving
40,41,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,29000,Craft-repair
16,19,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,3107,Handlers-cleaners
40,60,0,0,Private,Bachelors,13,Divorced,Unmarried,White,Female,United-States,62000,Exec-managerial
72,58,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,56294,Sales
45,42,0,0,Private,Bachelors,13,Divorced,Not-in-family,White,Male,United-States,50000,Exec-managerial
35,38,0,0,Private,Masters,14,Never-married,Unmarried,Black,Female,United-States,32125,Exec-managerial
50,19,0,0,Private,Some-college,10,Never-married,Own-child,White,Male,United-States,29000,Farming-fishing
40,53,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,43000,Craft-repair
40,31,0,0,Private,Some-college,10,Never-married,Not-in-family,Black,Male,United-States,15000,Transport-moving
40,43,9562,0,Local-gov,Masters,14,Divorced,Unmarried,Black,Female,United-States,58562,Prof-specialty
40,59,0,0,Private,9th,5,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
5,64,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,13835,Sales
45,63,0,2179,?,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,24260,?
20,18,0,0,Private,12th,8,Never-married,Other-relative,White,Male,United-States,7000,Handlers-cleaners
40,40,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,73808,Exec-managerial
50,51,0,0,Private,10th,6,Married-civ-spouse,Husband,White,Male,United-States,14567,Craft-repair
50,22,0,0,Private,Some-college,10,Never-married,Own-child,White,Male,United-States,4550,Handlers-cleaners
40,48,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,93900,Tech-support
40,49,0,1902,Local-gov,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,78824,Prof-specialty
40,66,10605,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,97655,Prof-specialty
40,51,0,0,Self-emp-not-inc,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,14750,Sales
60,26,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,6611,Adm-clerical
40,43,0,1902,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,73822,Craft-repair
42,46,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,40350,Craft-repair
40,24,0,0,Private,Bachelors,13,Never-married,Own-child,White,Female,United-States,10525,Farming-fishing
40,22,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,9517,Handlers-cleaners
48,45,0,0,Local-gov,Assoc-acdm,12,Divorced,Unmarried,White,Female,United-States,14725,Prof-specialty
40,27,0,0,Local-gov,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,24744,Prof-specialty
40,64,0,0,Private,10th,6,Married-civ-spouse,Husband,White,Male,United-States,28327,Adm-clerical
40,50,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,61200,Transport-moving
40,47,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,89724,Machine-op-inspct
40,43,3103,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,55487,Exec-managerial
56,46,0,0,Private,Assoc-acdm,12,Married-civ-spouse,Wife,White,Female,United-States,44300,Adm-clerical
85,49,0,0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,59746,Sales
40,35,0,0,Self-emp-inc,Some-college,10,Married-civ-spouse,Wife,White,Female,United-States,21450,Sales
45,36,0,0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,66946,Prof-specialty
55,50,4064,0,Local-gov,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,43487,Craft-repair
40,47,0,0,Private,HS-grad,9,Married-civ-spouse,Wife,Black,Female,United-States,17163,Protective-serv
12,18,0,0,Private,12th,8,Never-married,Own-child,White,Female,United-States,2500,Sales
40,20,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,8398,Sales
40,31,0,0,Private,HS-grad,9,Divorced,Unmarried,White,Female,United-States,13300,Adm-clerical
50,51,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,36105,Craft-repair
40,38,0,0,Local-gov,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,57646,Tech-support
40,27,0,0,Local-gov,Some-college,10,Never-married,Unmarried,White,Male,United-States,13919,Exec-managerial
15,17,0,0,Private,11th,7,Never-married,Not-in-family,Black,Female,United-States,1000,Handlers-cleaners
50,47,0,0,Local-gov,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,40025,Prof-specialty
30,18,0,0,?,10th,6,Never-married,Own-child,White,Female,United-States,1100,?
40,31,0,0,Private,Some-college,10,Divorced,Not-in-family,White,Male,United-States,25327,Craft-repair
40,43,0,1579,Local-gov,12th,8,Married-civ-spouse,Husband,White,Male,United-States,28421,Transport-moving
24,18,0,0,?,12th,8,Never-married,Own-child,White,Female,United-States,1500,?
41,38,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,47800,Craft-repair
40,28,0,0,Self-emp-not-inc,12th,8,Married-civ-spouse,Not-in-family,White,Male,United-States,28000,Craft-repair
50,23,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,41030,Craft-repair
53,34,0,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,29161,Craft-repair
38,58,0,0,Private,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,20273,Sales
25,18,0,0,Private,HS-grad,9,Never-married,Other-relative,White,Male,United-States,8000,Sales
20,39,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,1000,Adm-clerical
20,22,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,12600,Protective-serv
40,20,0,0,?,Some-college,10,Never-married,Own-child,White,Female,United-States,2830,?
60,52,0,0,Private,9th,5,Married-civ-spouse,Husband,White,Male,United-States,99999,Farming-fishing
55,29,0,0,Local-gov,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,25100,Exec-managerial
60,26,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,26009,Exec-managerial
40,32,0,0,?,Some-college,10,Never-married,Unmarried,Black,Female,United-States,10107,?
37,24,0,0,?,HS-grad,9,Divorced,Unmarried,Black,Female,United-States,1704,?
45,63,5013,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,45104,Prof-specialty
40,56,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,26200,Transport-moving
15,17,0,0,Private,11th,7,Never-married,Own-child,White,Male,United-States,2000,Other-service
50,82,0,0,Self-emp-inc,7th-8th,4,Married-civ-spouse,Husband,White,Male,United-States,9500,Farming-fishing
40,47,0,0,Private,Bachelors,13,Married-civ-spouse,Wife,White,Female,United-States,71050,Exec-managerial
55,31,0,0,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,26200,Farming-fishing
50,36,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,49850,Tech-support
40,45,3137,0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,United-States,35148,Exec-managerial
80,33,10520,0,Self-emp-not-inc,Assoc-voc,11,Divorced,Not-in-family,White,Male,United-States,78520,Craft-repair
40,67,0,0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,21500,Sales
37,56,0,0,State-gov,10th,6,Widowed,Not-in-family,White,Female,United-States,19013,Other-service
50,32,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,47110,Craft-repair
50,40,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,42801,Sales
40,49,0,0,State-gov,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,39031,Farming-fishing
40,24,0,0,Private,HS-grad,9,Separated,Unmarried,Black,Female,United-States,3000,Other-service
70,38,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,21791,Exec-managerial
40,55,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,27218,Farming-fishing
35,41,0,1902,Self-emp-not-inc,Masters,14,Married-civ-spouse,Wife,White,Female,United-States,73933,Sales
48,24,0,0,Private,HS-grad,9,Divorced,Unmarried,Amer-Indian-Eskimo,Female,United-States,2500,Sales
40,50,0,0,Private,11th,7,Married-civ-spouse,Husband,White,Male,United-States,17300,Transport-moving
50,65,0,0,Without-pay,7th-8th,4,Widowed,Unmarried,White,Female,United-States,6300,Farming-fishing
40,47,0,0,Private,HS-grad,9,Divorced,Unmarried,White,Female,United-States,22109,Adm-clerical
36,20,0,0,Private,Some-college,10,Never-married,Not-in-family,Black,Female,United-States,4199,Sales
40,21,0,0,?,10th,6,Never-married,Own-child,Black,Male,United-States,1620,?
40,59,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,15360,Sales
40,46,0,0,State-gov,HS-grad,9,Divorced,Unmarried,White,Female,United-States,26040,Adm-clerical
39,22,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,17130,Adm-clerical
40,48,0,0,Private,Some-college,10,Never-married,Not-in-family,Black,Female,United-States,26000,Craft-repair
55,27,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,36456,Transport-moving
40,41,0,0,Private,HS-grad,9,Separated,Unmarried,White,Male,United-States,46020,Craft-repair
25,20,0,0,Private,Some-college,10,Never-married,Own-child,White,Male,United-States,6128,Sales
27,63,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,5700,Sales
